66 22 2 0.55640 5.62106 3.15634 13.30180
67 23 1 -1.11280 1.99954 5.75385 10.11790
68 23 2 0.55640 1.13048 5.40055 10.29220
69 23 2 0.55640 1.84591 6.66980 9.89892
70 24 1 -1.11280 7.68897 2.69473 16.19686
71 24 2 0.55640 7.78094 3.31553 15.47815
72 24 2 0.55640 7.69192 1.83864 15.77534
73 25 1 -1.11280 4.48425 3.16383 14.75386
74 25 2 0.55640 4.04587 3.59541 15.48326
75 25 2 0.55640 4.15162 2.26963 14.77006
76 26 1 -1.11280 6.26829 6.30368 11.55086
77 26 2 0.55640 5.64520 6.92784 11.18663
78 26 2 0.55640 6.18555 5.53167 10.99620
79 27 1 -1.11280 4.29102 0.97607 10.79810
80 27 2 0.55640 3.84782 1.11328 9.96433
81 27 2 0.55640 3.75557 1.44497 11.43370
82 28 1 -1.11280 3.31068 4.56953 17.03040
83 28 2 0.55640 2.67058 5.13203 17.45970
84 28 2 0.55640 4.08008 5.12313 16.92060
85 29 1 -1.11280 7.46854 5.00718 14.45658
86 29 2 0.55640 7.21928 4.46097 13.71495
87 29 2 0.55640 7.72075 5.84042 14.06594
88 30 1 -1.11280 5.71969 6.16771 16.90531
89 30 2 0.55640 6.19628 5.99305 16.09732
90 30 2 0.55640 5.08312 6.83760 16.66755
91 31 1 -1.11280 4.38865 7.72971 14.72822
92 31 2 0.55640 5.19370 7.44237 14.30416
93 31 2 0.55640 3.69418 7.27991 14.25293
94 32 1 -1.11280 7.96796 7.65151 13.18080
95 32 2 0.55640 7.41446 7.28404 12.49590
96 32 2 0.55640 7.86426 8.59582 13.09130
97 33 1 -1.11280 1.82010 9.22850 0.31290
98 33 2 0.55640 1.04289 9.37174 0.84763
99 33 2 0.55640 1.95331 10.06048 -0.19619
100 34 1 -1.11280 2.71966 13.95395 3.74224
101 34 2 0.55640 1.86431 14.36914 3.82271
102 34 2 0.55640 2.72586 13.58763 2.86118
103 35 1 -1.11280 4.67245 11.27391 1.51430
104 35 2 0.55640 4.11573 11.20881 2.28651
105 35 2 0.55640 4.07009 11.47121 0.80105
106 36 1 -1.11280 7.30473 11.42730 0.93818
107 36 2 0.55640 6.53283 11.20170 1.45178
108 36 2 0.55640 7.19835 10.94470 0.12190
109 37 1 -1.11280 2.75312 10.92673 3.54571
110 37 2 0.55640 3.21645 10.76373 4.36378
111 37 2 0.55640 2.08626 11.57043 3.77262
112 38 1 -1.11280 6.27666 10.32012 3.59838
113 38 2 0.55640 5.77086 10.14723 2.80798
114 38 2 0.55640 5.62106 10.50991 4.26528
115 39 1 -1.11280 1.99954 13.10742 1.08138
116 39 2 0.55640 1.13048 12.75412 1.25568
117 39 2 0.55640 1.84591 14.02337 0.86240
118 40 1 -1.11280 7.68897 10.04830 7.16034
119 40 2 0.55640 7.78094 10.66910 6.44163
120 40 2 0.55640 7.69192 9.19221 6.73882
121 41 1 -1.11280 4.48425 10.51740 5.71734
122 41 2 0.55640 4.04587 10.94898 6.44674
123 41 2 0.55640 4.15162 9.62320 5.73354
124 42 1 -1.11280 6.26829 13.65725 2.51434
125 42 2 0.55640 5.64520 14.28141 2.15011
126 42 2 0.55640 6.18555 12.88524 1.95968
127 43 1 -1.11280 4.29102 8.32964 1.76158
128 43 2 0.55640 3.84782 8.46685 0.92781
129 43 2 0.55640 3.75557 8.79854 2.39718
130 44 1 -1.11280 3.31068 11.92310 7.99388
131 44 2 0.55640 2.67058 12.48560 8.42318
132 44 2 0.55640 4.08008 12.47670 7.88408
133 45 1 -1.11280 7.46854 12.36075 5.42006
134 45 2 0.55640 7.21928 11.81454 4.67843
135 45 2 0.55640 7.72075 13.19399 5.02942
136 46 1 -1.11280 5.71969 13.52128 7.86879
137 46 2 0.55640 6.19628 13.34662 7.06080
138 46 2 0.55640 5.08312 14.19117 7.63103
139 47 1 -1.11280 4.38865 15.08328 5.69170
140 47 2 0.55640 5.19370 14.79594 5.26764
141 47 2 0.55640 3.69418 14.63348 5.21641
142 48 1 -1.11280 7.96796 15.00508 4.14428
143 48 2 0.55640 7.41446 14.63761 3.45938
144 48 2 0.55640 7.86426 15.94939 4.05478
145 49 1 -1.11280 1.82010 9.22850 9.34942
146 49 2 0.55640 1.04289 9.37174 9.88415
147 49 2 0.55640 1.95331 10.06048 8.84033
148 50 1 -1.11280 2.71966 13.95395 12.77876
149 50 2 0.55640 1.86431 14.36914 12.85923
150 50 2 0.55640 2.72586 13.58763 11.89770
151 51 1 -1.11280 4.67245 11.27391 10.55082
152 51 2 0.55640 4.11573 11.20881 11.32303
153 51 2 0.55640 4.07009 11.47121 9.83757
154 52 1 -1.11280 7.30473 11.42730 9.97470
155 52 2 0.55640 6.53283 11.20170 10.48830
156 52 2 0.55640 7.19835 10.94470 9.15842
157 53 1 -1.11280 2.75312 10.92673 12.58223
158 53 2 0.55640 3.21645 10.76373 13.40030
159 53 2 0.55640 2.08626 11.57043 12.80914
160 54 1 -1.11280 6.27666 10.32012 12.63490
161 54 2 0.55640 5.77086 10.14723 11.84450
162 54 2 0.55640 5.62106 10.50991 13.30180
163 55 1 -1.11280 1.99954 13.10742 10.11790
164 55 2 0.55640 1.13048 12.75412 10.29220
165 55 2 0.55640 1.84591 14.02337 9.89892
166 56 1 -1.11280 7.68897 10.04830 16.19686
167 56 2 0.55640 7.78094 10.66910 15.47815
168 56 2 0.55640 7.69192 9.19221 15.77534
169 57 1 -1.11280 4.48425 10.51740 14.75386
170 57 2 0.55640 4.04587 10.94898 15.48326
171 57 2 0.55640 4.15162 9.62320 14.77006
172 58 1 -1.11280 6.26829 13.65725 11.55086
173 58 2 0.55640 5.64520 14.28141 11.18663
174 58 2 0.55640 6.18555 12.88524 10.99620
175 59 1 -1.11280 4.29102 8.32964 10.79810
176 59 2 0.55640 3.84782 8.46685 9.96433
177 59 2 0.55640 3.75557 8.79854 11.43370
178 60 1 -1.11280 3.31068 11.92310 17.03040
179 60 2 0.55640 2.67058 12.48560 17.45970
180 60 2 0.55640 4.08008 12.47670 16.92060
181 61 1 -1.11280 7.46854 12.36075 14.45658
182 61 2 0.55640 7.21928 11.81454 13.71495
183 61 2 0.55640 7.72075 13.19399 14.06594
184 62 1 -1.11280 5.71969 13.52128 16.90531
185 62 2 0.55640 6.19628 13.34662 16.09732
186 62 2 0.55640 5.08312 14.19117 16.66755
187 63 1 -1.11280 4.38865 15.08328 14.72822
188 63 2 0.55640 5.19370 14.79594 14.30416
189 63 2 0.55640 3.69418 14.63348 14.25293
190 64 1 -1.11280 7.96796 15.00508 13.18080
191 64 2 0.55640 7.41446 14.63761 12.49590
192 64 2 0.55640 7.86426 15.94939 13.09130
193 65 1 -1.11280 9.64294 1.87493 0.31290
194 65 2 0.55640 8.86573 2.01817 0.84763
195 65 2 0.55640 9.77615 2.70691 -0.19619
196 66 1 -1.11280 10.54250 6.60038 3.74224
197 66 2 0.55640 9.68715 7.01558 3.82271
198 66 2 0.55640 10.54870 6.23406 2.86118
199 67 1 -1.11280 12.49529 3.92034 1.51430
200 67 2 0.55640 11.93857 3.85524 2.28651
201 67 2 0.55640 11.89293 4.11764 0.80105
202 68 1 -1.11280 15.12757 4.07373 0.93818
203 68 2 0.55640 14.35567 3.84813 1.45178
204 68 2 0.55640 15.02119 3.59113 0.12190
205 69 1 -1.11280 10.57596 3.57316 3.54571
206 69 2 0.55640 11.03929 3.41016 4.36378
207 69 2 0.55640 9.90910 4.21686 3.77262
208 70 1 -1.11280 14.09950 2.96655 3.59838
209 70 2 0.55640 13.59370 2.79366 2.80798
210 70 2 0.55640 13.44390 3.15634 4.26528
211 71 1 -1.11280 9.82238 5.75385 1.08138
212 71 2 0.55640 8.95332 5.40055 1.25568
213 71 2 0.55640 9.66875 6.66980 0.86240
214 72 1 -1.11280 15.51181 2.69473 7.16034
215 72 2 0.55640 15.60378 3.31553 6.44163
216 72 2 0.55640 15.51476 1.83864 6.73882
217 73 1 -1.11280 12.30709 3.16383 5.71734
218 73 2 0.55640 11.86871 3.59541 6.44674
219 73 2 0.55640 11.97446 2.26963 5.73354
220 74 1 -1.11280 14.09113 6.30368 2.51434
221 74 2 0.55640 13.46804 6.92784 2.15011
222 74 2 0.55640 14.00839 5.53167 1.95968
223 75 1 -1.11280 12.11386 0.97607 1.76158
224 75 2 0.55640 11.67066 1.11328 0.92781
225 75 2 0.55640 11.57841 1.44497 2.39718
226 76 1 -1.11280 11.13352 4.56953 7.99388
227 76 2 0.55640 10.49342 5.13203 8.42318
228 76 2 0.55640 11.90292 5.12313 7.88408
229 77 1 -1.11280 15.29138 5.00718 5.42006
230 77 2 0.55640 15.04212 4.46097 4.67843
231 77 2 0.55640 15.54359 5.84042 5.02942
232 78 1 -1.11280 13.54253 6.16771 7.86879
233 78 2 0.55640 14.01912 5.99305 7.06080
234 78 2 0.55640 12.90596 6.83760 7.63103
235 79 1 -1.11280 12.21149 7.72971 5.69170
236 79 2 0.55640 13.01654 7.44237 5.26764
237 79 2 0.55640 11.51702 7.27991 5.21641
238 80 1 -1.11280 15.79080 7.65151 4.14428
239 80 2 0.55640 15.23730 7.28404 3.45938
240 80 2 0.55640 15.68710 8.59582 4.05478
241 81 1 -1.11280 9.64294 1.87493 9.34942
242 81 2 0.55640 8.86573 2.01817 9.88415
243 81 2 0.55640 9.77615 2.70691 8.84033
244 82 1 -1.11280 10.54250 6.60038 12.77876
245 82 2 0.55640 9.68715 7.01558 12.85923
246 82 2 0.55640 10.54870 6.23406 11.89770
247 83 1 -1.11280 12.49529 3.92034 10.55082
248 83 2 0.55640 11.93857 3.85524 11.32303
249 83 2 0.55640 11.89293 4.11764 9.83757
250 84 1 -1.11280 15.12757 4.07373 9.97470
251 84 2 0.55640 14.35567 3.84813 10.48830
252 84 2 0.55640 15.02119 3.59113 9.15842
253 85 1 -1.11280 10.57596 3.57316 12.58223
254 85 2 0.55640 11.03929 3.41016 13.40030
255 85 2 0.55640 9.90910 4.21686 12.80914
256 86 1 -1.11280 14.09950 2.96655 12.63490
257 86 2 0.55640 13.59370 2.79366 11.84450
258 86 2 0.55640 13.44390 3.15634 13.30180
259 87 1 -1.11280 9.82238 5.75385 10.11790
260 87 2 0.55640 8.95332 5.40055 10.29220
261 87 2 0.55640 9.66875 6.66980 9.89892
262 88 1 -1.11280 15.51181 2.69473 16.19686
263 88 2 0.55640 15.60378 3.31553 15.47815
264 88 2 0.55640 15.51476 1.83864 15.77534
265 89 1 -1.11280 12.30709 3.16383 14.75386
266 89 2 0.55640 11.86871 3.59541 15.48326
267 89 2 0.55640 11.97446 2.26963 14.77006
268 90 1 -1.11280 14.09113 6.30368 11.55086
269 90 2 0.55640 13.46804 6.92784 11.18663
270 90 2 0.55640 14.00839 5.53167 10.99620
271 91 1 -1.11280 12.11386 0.97607 10.79810
272 91 2 0.55640 11.67066 1.11328 9.96433
273 91 2 0.55640 11.57841 1.44497 11.43370
274 92 1 -1.11280 11.13352 4.56953 17.03040
275 92 2 0.55640 10.49342 5.13203 17.45970
276 92 2 0.55640 11.90292 5.12313 16.92060
277 93 1 -1.11280 15.29138 5.00718 14.45658
278 93 2 0.55640 15.04212 4.46097 13.71495
279 93 2 0.55640 15.54359 5.84042 14.06594
280 94 1 -1.11280 13.54253 6.16771 16.90531
281 94 2 0.55640 14.01912 5.99305 16.09732
282 94 2 0.55640 12.90596 6.83760 16.66755
283 95 1 -1.11280 12.21149 7.72971 14.72822
284 95 2 0.55640 13.01654 7.44237 14.30416
285 95 2 0.55640 11.51702 7.27991 14.25293
286 96 1 -1.11280 15.79080 7.65151 13.18080
287 96 2 0.55640 15.23730 7.28404 12.49590
288 96 2 0.55640 15.68710 8.59582 13.09130
289 97 1 -1.11280 9.64294 9.22850 0.31290
290 97 2 0.55640 8.86573 9.37174 0.84763
291 97 2 0.55640 9.77615 10.06048 -0.19619
292 98 1 -1.11280 10.54250 13.95395 3.74224
293 98 2 0.55640 9.68715 14.36914 3.82271
294 98 2 0.55640 10.54870 13.58763 2.86118
295 99 1 -1.11280 12.49529 11.27391 1.51430
296 99 2 0.55640 11.93857 11.20881 2.28651
297 99 2 0.55640 11.89293 11.47121 0.80105
298 100 1 -1.11280 15.12757 11.42730 0.93818
299 100 2 0.55640 14.35567 11.20170 1.45178
300 100 2 0.55640 15.02119 10.94470 0.12190
301 101 1 -1.11280 10.57596 10.92673 3.54571
302 101 2 0.55640 11.03929 10.76373 4.36378
303 101 2 0.55640 9.90910 11.57043 3.77262
304 102 1 -1.11280 14.09950 10.32012 3.59838
305 102 2 0.55640 13.59370 10.14723 2.80798
306 102 2 0.55640 13.44390 10.50991 4.26528
307 103 1 -1.11280 9.82238 13.10742 1.08138
308 103 2 0.55640 8.95332 12.75412 1.25568
309 103 2 0.55640 9.66875 14.02337 0.86240
310 104 1 -1.11280 15.51181 10.04830 7.16034
311 104 2 0.55640 15.60378 10.66910 6.44163
312 104 2 0.55640 15.51476 9.19221 6.73882
313 105 1 -1.11280 12.30709 10.51740 5.71734
314 105 2 0.55640 11.86871 10.94898 6.44674
315 105 2 0.55640 11.97446 9.62320 5.73354
316 106 1 -1.11280 14.09113 13.65725 2.51434
317 106 2 0.55640 13.46804 14.28141 2.15011
318 106 2 0.55640 14.00839 12.88524 1.95968
319 107 1 -1.11280 12.11386 8.32964 1.76158
320 107 2 0.55640 11.67066 8.46685 0.92781
321 107 2 0.55640 11.57841 8.79854 2.39718
322 108 1 -1.11280 11.13352 11.92310 7.99388
323 108 2 0.55640 10.49342 12.48560 8.42318
324 108 2 0.55640 11.90292 12.47670 7.88408
325 109 1 -1.11280 15.29138 12.36075 5.42006
326 109 2 0.55640 15.04212 11.81454 4.67843
327 109 2 0.55640 15.54359 13.19399 5.02942
328 110 1 -1.11280 13.54253 13.52128 7.86879
329 110 2 0.55640 14.01912 13.34662 7.06080
330 110 2 0.55640 12.90596 14.19117 7.63103
331 111 1 -1.11280 12.21149 15.08328 5.69170
332 111 2 0.55640 13.01654 14.79594 5.26764
333 111 2 0.55640 11.51702 14.63348 5.21641
334 112 1 -1.11280 15.79080 15.00508 4.14428
335 112 2 0.55640 15.23730 14.63761 3.45938
336 112 2 0.55640 15.68710 15.94939 4.05478
337 113 1 -1.11280 9.64294 9.22850 9.34942
338 113 2 0.55640 8.86573 9.37174 9.88415
339 113 2 0.55640 9.77615 10.06048 8.84033
340 114 1 -1.11280 10.54250 13.95395 12.77876
341 114 2 0.55640 9.68715 14.36914 12.85923
342 114 2 0.55640 10.54870 13.58763 11.89770
343 115 1 -1.11280 12.49529 11.27391 10.55082
344 115 2 0.55640 11.93857 11.20881 11.32303
345 115 2 0.55640 11.89293 11.47121 9.83757
346 116 1 -1.11280 15.12757 11.42730 9.97470
347 116 2 0.55640 14.35567 11.20170 10.48830
348 116 2 0.55640 15.02119 10.94470 9.15842
349 117 1 -1.11280 10.57596 10.92673 12.58223
350 117 2 0.55640 11.03929 10.76373 13.40030
351 117 2 0.55640 9.90910 11.57043 12.80914
352 118 1 -1.11280 14.09950 10.32012 12.63490
353 118 2 0.55640 13.59370 10.14723 11.84450
354 118 2 0.55640 13.44390 10.50991 13.30180
355 119 1 -1.11280 9.82238 13.10742 10.11790
356 119 2 0.55640 8.95332 12.75412 10.29220
357 119 2 0.55640 9.66875 14.02337 9.89892
358 120 1 -1.11280 15.51181 10.04830 16.19686
359 120 2 0.55640 15.60378 10.66910 15.47815
360 120 2 0.55640 15.51476 9.19221 15.77534
361 121 1 -1.11280 12.30709 10.51740 14.75386
362 121 2 0.55640 11.86871 10.94898 15.48326
363 121 2 0.55640 11.97446 9.62320 14.77006
364 122 1 -1.11280 14.09113 13.65725 11.55086
365 122 2 0.55640 13.46804 14.28141 11.18663
366 122 2 0.55640 14.00839 12.88524 10.99620
367 123 1 -1.11280 12.11386 8.32964 10.79810
368 123 2 0.55640 11.67066 8.46685 9.96433
369 123 2 0.55640 11.57841 8.79854 11.43370
370 124 1 -1.11280 11.13352 11.92310 17.03040
371 124 2 0.55640 10.49342 12.48560 17.45970
372 124 2 0.55640 11.90292 12.47670 16.92060
373 125 1 -1.11280 15.29138 12.36075 14.45658
374 125 2 0.55640 15.04212 11.81454 13.71495
375 125 2 0.55640 15.54359 13.19399 14.06594
376 126 1 -1.11280 13.54253 13.52128 16.90531
377 126 2 0.55640 14.01912 13.34662 16.09732
378 126 2 0.55640 12.90596 14.19117 16.66755
379 127 1 -1.11280 12.21149 15.08328 14.72822
380 127 2 0.55640 13.01654 14.79594 14.30416
381 127 2 0.55640 11.51702 14.63348 14.25293
382 128 1 -1.11280 15.79080 15.00508 13.18080
383 128 2 0.55640 15.23730 14.63761 12.49590
384 128 2 0.55640 15.68710 15.94939 13.09130
385 129 1 -1.11280 1.29703 1.75897 22.12363
386 129 2 0.55640 1.75153 1.47807 22.91704
387 129 2 0.55640 1.32675 2.71494 22.15526
388 130 1 -1.11280 5.27650 4.47171 19.85908
389 130 2 0.55640 4.38470 4.81806 19.89432
390 130 2 0.55640 5.69581 4.80850 20.65158
391 131 1 -1.11280 6.58605 5.38723 22.10827
392 131 2 0.55640 6.55554 6.34319 22.14170
393 131 2 0.55640 6.12685 5.10485 22.89987
394 132 1 -1.11280 5.30388 4.56436 24.41077
395 132 2 0.55640 5.25304 3.60840 24.41439
396 132 2 0.55640 4.39096 4.85262 24.40987
397 133 1 -1.11280 2.56120 0.91184 24.42614
398 133 2 0.55640 3.47569 1.19422 24.42433
399 133 2 0.55640 2.60579 14.66229 24.41981
400 134 1 -1.11280 2.71218 5.50709 24.40716
401 134 2 0.55640 2.23029 5.17692 25.16532
402 134 2 0.55640 2.23029 5.17103 23.65080
403 135 1 -1.11280 5.19749 1.71265 19.96210
404 135 2 0.55640 5.64965 1.43248 19.16688
405 135 2 0.55640 5.22331 2.66935 19.92866
406 136 1 -1.11280 5.17168 1.80604 24.42162
407 136 2 0.55640 5.64653 1.46115 23.66617
408 136 2 0.55640 5.64653 1.46704 25.17978
409 137 1 -1.11280 1.40263 4.61069 26.66267
410 137 2 0.55640 1.36587 3.65473 26.66629
411 137 2 0.55640 0.48580 4.88645 26.66087
412 138 1 -1.11280 1.37682 4.51877 22.20496
413 138 2 0.55640 0.47719 4.84233 22.16158
414 138 2 0.55640 1.78987 4.85189 21.40794
415 139 1 -1.11280 2.68558 5.41444 19.94673
416 139 2 0.55640 2.22794 5.14162 19.15152
417 139 2 0.55640 2.65429 6.37114 19.92505
418 140 1 -1.11280 2.58780 0.81772 19.87444
419 140 2 0.55640 2.17475 1.16334 20.66604
420 140 2 0.55640 3.48586 1.14789 19.90878
421 141 1 -1.11280 6.48983 0.79051 22.21851
422 141 2 0.55640 7.38085 1.13760 22.18598
423 141 2 0.55640 6.07209 1.12730 21.42601
424 142 1 -1.11280 6.46245 0.88316 26.67804
425 142 2 0.55640 7.37381 1.17584 26.67623
426 142 2 0.55640 6.51721 14.63434 26.67171
427 143 1 -1.11280 6.61265 5.48062 26.65816
428 143 2 0.55640 6.13154 5.14382 25.90270
429 143 2 0.55640 6.13702 5.14162 27.41632
430 144 1 -1.11280 1.27121 1.85236 26.67352
431 144 2 0.55640 1.74606 1.50675 25.91807
432 144 2 0.55640 1.74058 1.50454 27.43168
433 145 1 -1.11280 1.29703 1.75897 31.16015
434 145 2 0.55640 1.75153 1.47807 31.95356
435 145 2 0.55640 1.32675 2.71494 31.19178
436 146 1 -1.11280 5.27650 4.47171 28.89560
437 146 2 0.55640 4.38470 4.81806 28.93084
438 146 2 0.55640 5.69581 4.80850 29.68810
439 147 1 -1.11280 6.58605 5.38723 31.14479
440 147 2 0.55640 6.55554 6.34319 31.17822
441 147 2 0.55640 6.12685 5.10485 31.93639
442 148 1 -1.11280 5.30388 4.56436 33.44729
443 148 2 0.55640 5.25304 3.60840 33.45091
444 148 2 0.55640 4.39096 4.85262 33.44639
445 149 1 -1.11280 2.56120 0.91184 33.46265
446 149 2 0.55640 3.47569 1.19422 33.46085
447 149 2 0.55640 2.60579 14.66229 33.45633
448 150 1 -1.11280 2.71218 5.50709 33.44368
449 150 2 0.55640 2.23029 5.17692 34.20184
450 150 2 0.55640 2.23029 5.17103 32.68732
451 151 1 -1.11280 5.19749 1.71265 28.99861
452 151 2 0.55640 5.64965 1.43248 28.20340
453 151 2 0.55640 5.22331 2.66935 28.96518
454 152 1 -1.11280 5.17168 1.80604 33.45814
455 152 2 0.55640 5.64653 1.46115 32.70268
456 152 2 0.55640 5.64653 1.46704 34.21630
457 153 1 -1.11280 1.40263 4.61069 35.69919
458 153 2 0.55640 1.36587 3.65473 35.70281
459 153 2 0.55640 0.48580 4.88645 35.69739
460 154 1 -1.11280 1.37682 4.51877 31.24148
461 154 2 0.55640 0.47719 4.84233 31.19810
462 154 2 0.55640 1.78987 4.85189 30.44446
463 155 1 -1.11280 2.68558 5.41444 28.98325
464 155 2 0.55640 2.22794 5.14162 28.18804
465 155 2 0.55640 2.65429 6.37114 28.96157
466 156 1 -1.11280 2.58780 0.81772 28.91096
467 156 2 0.55640 2.17475 1.16334 29.70256
468 156 2 0.55640 3.48586 1.14789 28.94530
469 157 1 -1.11280 6.48983 0.79051 31.25503
470 157 2 0.55640 7.38085 1.13760 31.22250
471 157 2 0.55640 6.07209 1.12730 30.46253
472 158 1 -1.11280 6.46245 0.88316 35.71456
473 158 2 0.55640 7.37381 1.17584 35.71275
474 158 2 0.55640 6.51721 14.63434 35.70823
475 159 1 -1.11280 6.61265 5.48062 35.69468
476 159 2 0.55640 6.13154 5.14382 34.93922
477 159 2 0.55640 6.13702 5.14162 36.45284
478 160 1 -1.11280 1.27121 1.85236 35.71004
479 160 2 0.55640 1.74606 1.50675 34.95458
480 160 2 0.55640 1.74058 1.50454 36.46820
481 161 1 -1.11280 1.29703 9.11255 22.12363
482 161 2 0.55640 1.75153 8.83164 22.91704
483 161 2 0.55640 1.32675 10.06851 22.15526
484 162 1 -1.11280 5.27650 11.82528 19.85908
485 162 2 0.55640 4.38470 12.17163 19.89432
486 162 2 0.55640 5.69581 12.16207 20.65158
487 163 1 -1.11280 6.58605 12.74080 22.10827
488 163 2 0.55640 6.55554 13.69676 22.14170
489 163 2 0.55640 6.12685 12.45842 22.89987
490 164 1 -1.11280 5.30388 11.91794 24.41077
491 164 2 0.55640 5.25304 10.96197 24.41439
492 164 2 0.55640 4.39096 12.20620 24.40987
493 165 1 -1.11280 2.56120 8.26542 24.42614
494 165 2 0.55640 3.47569 8.54779 24.42433
495 165 2 0.55640 2.60579 7.30872 24.41981
496 166 1 -1.11280 2.71218 12.86066 24.40716
497 166 2 0.55640 2.23029 12.53049 25.16532
498 166 2 0.55640 2.23029 12.52460 23.65080
499 167 1 -1.11280 5.19749 9.06622 19.96210
500 167 2 0.55640 5.64965 8.78605 19.16688
501 167 2 0.55640 5.22331 10.02292 19.92866
502 168 1 -1.11280 5.17168 9.15961 24.42162
503 168 2 0.55640 5.64653 8.81473 23.66617
504 168 2 0.55640 5.64653 8.82061 25.17978
505 169 1 -1.11280 1.40263 11.96426 26.66267
506 169 2 0.55640 1.36587 11.00830 26.66629
507 169 2 0.55640 0.48580 12.24002 26.66087
508 170 1 -1.11280 1.37682 11.87234 22.20496
509 170 2 0.55640 0.47719 12.19590 22.16158
510 170 2 0.55640 1.78987 12.20546 21.40794
511 171 1 -1.11280 2.68558 12.76801 19.94673
512 171 2 0.55640 2.22794 12.49519 19.15152
513 171 2 0.55640 2.65429 13.72471 19.92505
514 172 1 -1.11280 2.58780 8.17129 19.87444
515 172 2 0.55640 2.17475 8.51691 20.66604
516 172 2 0.55640 3.48586 8.50147 19.90878
517 173 1 -1.11280 6.48983 8.14408 22.21851
518 173 2 0.55640 7.38085 8.49117 22.18598
519 173 2 0.55640 6.07209 8.48088 21.42601
520 174 1 -1.11280 6.46245 8.23674 26.67804
521 174 2 0.55640 7.37381 8.52941 26.67623
522 174 2 0.55640 6.51721 7.28077 26.67171
523 175 1 -1.11280 6.61265 12.83419 26.65816
524 175 2 0.55640 6.13154 12.49740 25.90270
525 175 2 0.55640 6.13702 12.49519 27.41632
526 176 1 -1.11280 1.27121 9.20594 26.67352
